Title:,Cancelled from the Airline Performance - Arrivals Database,,,,,,,,,,,
SubTitle:,Airline,,,,,,,,,,,
Time:,01/01/2010 - 08/31/2021,,,,,,,,,,,
Unit of Measure:,#,#,#,#,#,#,#,#,#,#,#,#
Citation:,"Bureau of Transportation Statistics, Bureau of Transportation Statistics  (2021-11-25). Cancelled: Cancelled | American Airlines Inc.: AA, American Eagle Airlines Inc.: MQ, Delta Air Lines Inc.: DL, United Air Lines Inc.: UA, 01/01/2010 - 08/31/2021. Data Planet? Statistical Datasets: A SAGE Publishing Resource. (Dataset). Dataset-ID:  007-001-007 doi:https://doi.org/10.6068/DP17D6D230C7543",,,,,,,,,,,
ColumnCount:,13,,,,,,,,,,,
RowCount:,4231,,,,,,,,,,,
,,,,,,,,,,,,
Time,American Airlines Inc.: AA,American Airlines Inc.: AA,American Airlines Inc.: AA,American Eagle Airlines Inc.: MQ,American Eagle Airlines Inc.: MQ,American Eagle Airlines Inc.: MQ,Delta Air Lines Inc.: DL,Delta Air Lines Inc.: DL,Delta Air Lines Inc.: DL,United Air Lines Inc.: UA,United Air Lines Inc.: UA,United Air Lines Inc.: UA
8/7/2014,0,0,0,0,0,,0,0,0,0,0,2
8/8/2014,0,0,0,0,1,,0,2,1,0,0,0
8/9/2014,0,0,1,1,0,,0,1,0,0,0,0
8/10/2014,1,0,0,1,0,,3,0,0,0,0,1
8/11/2014,0,2,0,0,4,,0,0,1,0,0,3
8/12/2014,1,0,0,2,16,,0,0,0,0,0,0
8/13/2014,0,0,0,0,7,,0,0,0,0,0,3
8/14/2014,0,0,0,1,2,,0,0,0,0,0,0
8/15/2014,0,0,0,0,3,,0,0,0,0,0,1
8/16/2014,0,0,0,0,1,,0,0,0,0,0,1
8/17/2014,3,0,1,0,2,,0,0,0,0,0,1
8/18/2014,1,1,0,0,2,,0,0,0,0,0,3
8/19/2014,0,0,0,1,0,,0,0,0,0,0,3
8/20/2014,0,0,0,1,3,,0,0,0,0,0,4
8/21/2014,0,0,0,1,2,,0,0,0,0,0,1
8/22/2014,0,0,0,1,5,,0,0,0,0,0,0
8/23/2014,0,0,0,0,2,,0,0,0,0,0,0
8/24/2014,0,0,0,3,1,,0,0,0,0,0,1
8/25/2014,0,0,0,0,2,,0,0,0,4,0,1
8/26/2014,0,0,0,0,2,,0,0,0,1,0,1
8/27/2014,0,0,0,0,0,,0,0,0,0,0,0
8/28/2014,0,0,0,0,1,,0,0,0,0,0,1
8/29/2014,0,0,0,0,2,,0,0,0,0,0,0
8/30/2014,0,0,0,0,0,,0,0,0,0,0,0
8/31/2014,0,0,0,2,0,,0,0,1,0,0,0
9/1/2014,0,0,0,0,1,,0,0,0,0,0,1
9/2/2014,0,0,0,1,1,,0,0,0,0,0,1
9/3/2014,0,0,0,1,1,,0,0,0,0,0,0
9/4/2014,1,0,0,0,1,,0,0,0,0,0,0
9/5/2014,2,2,0,0,2,,0,0,0,1,0,3
9/6/2014,0,0,0,1,1,,0,0,0,0,0,0
9/7/2014,0,0,0,1,0,,1,0,0,1,0,1
9/8/2014,0,0,0,1,2,,0,0,0,0,0,0
9/9/2014,0,0,0,0,5,,0,0,0,0,0,0
9/10/2014,0,0,0,0,2,,0,0,0,1,0,1
9/11/2014,0,0,0,0,1,,0,0,0,0,0,1
9/12/2014,0,0,0,0,2,,0,0,0,0,0,1
9/13/2014,0,1,0,0,0,,0,0,0,0,0,0
9/14/2014,0,0,0,0,0,,0,0,0,0,0,0
9/15/2014,0,0,0,1,3,,0,0,0,0,0,0
9/16/2014,0,0,0,1,2,,0,0,0,0,0,1
9/17/2014,0,0,0,0,1,,0,0,0,0,0,1
9/18/2014,0,0,0,0,1,,0,0,0,0,0,1
9/19/2014,0,0,0,0,1,,0,0,0,0,0,0
9/20/2014,0,0,0,5,0,,0,0,0,0,0,2
9/21/2014,0,0,0,2,0,,0,0,0,0,0,0
9/22/2014,0,0,0,1,0,,0,0,0,0,0,1
9/23/2014,0,0,0,0,0,,0,0,0,0,0,1
9/24/2014,0,0,0,0,3,,1,0,0,0,0,2
9/25/2014,0,0,0,0,1,,0,0,0,0,0,0
9/26/2014,8,1,0,1,0,,0,0,0,6,0,6
9/27/2014,0,0,0,0,0,,0,0,0,0,0,0
9/28/2014,2,0,0,2,2,,0,0,0,2,0,1
9/29/2014,2,0,0,1,5,,0,0,0,1,0,1
9/30/2014,0,0,0,1,0,,0,0,0,2,1,1
10/1/2014,0,0,0,1,1,,0,0,0,3,0,0
10/2/2014,5,1,1,0,0,,0,0,0,1,0,2
10/3/2014,0,1,0,0,1,,0,0,0,1,0,3
10/4/2014,0,0,0,1,1,,0,0,0,0,0,1
10/5/2014,0,0,0,1,0,,0,0,0,0,0,0
10/6/2014,0,0,0,0,0,,0,0,0,0,0,0
10/7/2014,0,0,0,0,0,,0,0,0,0,1,2
10/8/2014,0,0,0,0,3,,0,0,0,0,0,0
10/9/2014,0,0,0,0,0,,1,0,0,0,0,0
10/10/2014,0,0,0,0,0,,0,0,0,0,0,0
10/11/2014,0,0,0,0,1,,0,0,0,0,0,0
10/12/2014,0,0,0,0,0,,0,0,0,0,0,0
10/13/2014,1,0,1,0,1,,0,0,0,1,0,1
10/14/2014,0,0,0,1,4,,0,0,0,0,0,0
10/15/2014,0,0,0,1,7,,0,0,0,0,0,1
10/16/2014,0,0,0,2,4,,0,0,0,0,0,3
10/17/2014,0,0,0,1,2,,0,0,0,0,0,0
10/18/2014,0,0,0,0,1,,0,0,0,0,0,0
10/19/2014,0,0,0,0,1,,0,0,0,0,0,0
10/20/2014,0,1,0,0,0,,0,0,0,0,0,0
10/21/2014,0,0,0,2,2,,0,0,1,0,0,1
10/22/2014,2,1,0,1,9,,0,0,0,1,0,3
10/23/2014,0,0,0,1,5,,0,0,0,1,0,0
10/24/2014,0,0,0,0,2,,0,0,0,0,0,1
10/25/2014,0,0,0,0,0,,0,0,0,0,0,0
10/26/2014,0,0,0,0,0,,0,0,0,0,0,1
10/27/2014,0,0,0,0,0,,0,0,0,1,0,0
10/28/2014,0,0,0,0,0,,0,0,0,0,0,3
10/29/2014,0,0,0,0,0,,0,0,0,0,0,1
10/30/2014,0,0,0,0,0,,0,0,0,1,0,1
10/31/2014,3,0,0,0,0,,0,0,0,4,0,4
11/1/2014,1,0,0,0,1,,0,0,0,0,0,2
11/2/2014,0,0,0,0,0,,0,0,0,1,0,2
11/3/2014,0,0,0,0,0,,0,0,0,0,0,0
11/4/2014,1,0,1,0,0,,0,0,0,0,0,0
11/5/2014,0,0,0,0,0,,0,0,0,1,0,3
11/6/2014,2,0,1,1,9,,0,0,0,0,0,2
11/7/2014,0,0,0,0,1,,0,0,0,0,0,2
11/8/2014,0,0,0,0,0,,0,0,0,0,0,1
11/9/2014,0,0,0,0,0,,0,0,0,0,0,0
11/10/2014,0,0,0,0,0,,0,0,0,0,0,0
11/11/2014,0,0,0,1,0,,0,0,0,0,0,1
11/12/2014,0,0,0,0,1,,0,0,0,1,0,4
11/13/2014,3,0,0,1,0,,0,0,0,0,0,2
11/14/2014,0,0,0,1,2,,0,0,0,0,0,1
11/15/2014,0,1,0,0,0,,0,0,0,0,0,0
11/16/2014,0,0,0,0,0,,0,0,0,1,0,0
11/17/2014,0,1,1,7,20,,0,0,0,0,0,2
11/18/2014,1,1,0,1,7,,0,0,0,0,0,1
11/19/2014,0,0,0,0,0,,0,0,0,0,0,2
11/20/2014,0,0,1,1,0,,0,0,0,1,0,0
11/21/2014,1,0,0,0,1,,0,0,0,0,0,1
11/22/2014,0,0,0,0,1,,0,0,0,0,0,0
11/23/2014,0,0,0,1,0,,0,0,1,0,0,1
11/24/2014,0,0,0,0,1,,0,0,1,0,0,0
11/25/2014,1,0,0,1,2,,0,0,0,0,0,0
11/26/2014,0,0,0,5,18,,0,1,11,1,0,2
11/27/2014,0,0,0,0,2,,0,0,0,0,0,2
11/28/2014,0,0,0,0,0,,0,0,0,0,0,1
11/29/2014,0,0,0,0,0,,0,0,0,0,0,1
11/30/2014,0,0,0,0,0,,0,0,0,0,0,1
12/1/2014,0,0,0,0,0,,0,0,0,1,0,0
12/2/2014,0,0,1,0,5,,0,0,0,1,0,3
12/3/2014,0,0,0,0,4,,0,0,1,0,0,2
12/4/2014,0,0,0,0,4,,0,0,0,0,0,1
12/5/2014,3,0,1,1,2,,0,0,0,0,0,2
12/6/2014,0,0,0,0,0,,0,0,0,0,0,1
12/7/2014,0,0,1,1,0,,0,0,0,1,0,3
12/8/2014,1,0,1,0,3,,0,0,0,0,0,1
12/9/2014,0,0,1,0,24,,0,1,15,4,0,2
12/10/2014,1,0,0,0,4,,0,0,1,0,0,1
12/11/2014,0,0,0,0,6,,0,0,0,0,0,3
12/12/2014,0,1,0,0,1,,0,0,0,0,0,0
12/13/2014,0,0,0,0,0,,0,0,0,0,0,1
12/14/2014,0,0,0,0,1,,0,0,0,0,0,0
12/15/2014,0,0,0,0,0,,0,0,1,0,0,0
12/16/2014,0,0,0,1,1,,0,0,0,1,0,1
12/17/2014,0,0,0,2,3,,0,0,0,0,0,0
12/18/2014,0,0,0,0,0,,0,0,0,0,0,2
12/19/2014,0,0,0,0,1,,0,0,0,0,0,0
12/20/2014,0,0,0,0,0,,0,0,0,0,0,0
12/21/2014,0,0,0,0,0,,0,0,0,0,0,0
12/22/2014,0,0,0,0,0,,0,0,0,0,0,0
12/23/2014,0,0,0,0,3,,0,0,0,0,0,0
12/24/2014,0,0,0,5,6,,0,0,0,0,0,0
12/25/2014,0,0,0,0,0,,1,0,0,1,0,0
12/26/2014,0,0,0,0,1,,0,0,0,1,0,0
12/27/2014,0,0,0,0,0,,0,0,0,0,0,0
12/28/2014,0,0,0,1,2,,0,0,0,0,0,0
12/29/2014,1,0,0,1,0,,0,0,0,0,0,1
12/30/2014,1,0,0,0,1,,0,0,0,1,0,0
12/31/2014,0,0,0,1,0,,0,0,0,0,0,0
1/1/2015,1,1,1,1,0,,0,0,0,0,0,1
1/2/2015,0,0,0,0,0,,0,0,0,1,0,1
1/3/2015,1,0,0,1,1,,0,0,0,0,0,0
1/4/2015,2,0,1,4,4,,0,0,0,0,0,3
1/5/2015,2,0,0,1,6,,0,0,0,2,0,2
1/6/2015,1,0,1,4,8,,0,0,1,0,0,1
1/7/2015,2,0,0,4,12,,0,0,1,2,0,0
1/8/2015,2,0,0,4,2,,0,0,0,2,0,3
1/9/2015,5,0,0,0,8,,0,0,3,3,0,1
1/10/2015,1,1,0,0,0,,0,0,0,0,0,0
1/11/2015,0,0,0,0,0,,0,0,0,0,0,1
1/12/2015,2,2,1,3,7,,0,1,0,1,0,0
1/13/2015,0,0,0,0,2,,0,0,0,0,0,0
1/14/2015,0,0,0,1,3,,0,0,0,0,0,1
1/15/2015,1,0,0,3,4,,0,0,2,0,0,1
1/16/2015,0,0,0,0,2,,0,0,0,0,0,0
1/17/2015,0,0,0,0,0,,0,0,0,0,0,0
1/18/2015,0,0,0,0,1,,0,0,0,0,0,0
1/19/2015,0,0,0,1,0,,0,0,0,0,0,0
1/20/2015,0,0,0,0,1,,0,0,0,0,0,0
1/21/2015,0,0,0,1,2,,0,0,0,0,0,1
1/22/2015,1,0,0,2,0,,0,0,0,0,0,0
1/23/2015,0,0,0,0,0,,0,0,0,2,0,3
1/24/2015,0,0,1,0,3,,0,0,0,0,0,1
1/25/2015,0,0,0,0,1,,0,0,0,0,0,0
1/26/2015,22,34,7,11,30,,43,8,43,21,10,76
1/27/2015,40,44,11,17,48,,47,13,70,18,7,109
1/28/2015,3,4,0,6,21,,4,0,8,0,0,18
1/29/2015,0,0,0,1,5,,0,0,0,0,0,3
1/30/2015,0,0,0,1,1,,0,0,2,0,0,0
1/31/2015,0,0,0,1,0,,0,0,0,0,0,0
2/1/2015,19,22,5,4,6,,0,0,3,7,4,19
2/2/2015,16,5,1,12,38,,19,1,64,21,0,58
2/3/2015,0,4,0,2,11,,3,0,9,0,0,12
2/4/2015,0,0,0,1,4,,0,0,0,1,0,0
2/5/2015,2,0,0,0,14,,0,0,5,1,0,0
2/6/2015,0,1,0,0,4,,0,0,0,0,0,1
2/7/2015,0,0,0,0,0,,0,0,0,0,0,0
2/8/2015,5,12,2,0,5,,16,3,11,3,2,14
2/9/2015,11,16,1,6,41,,4,1,18,7,1,17
2/10/2015,0,1,0,1,5,,1,0,4,0,0,3
2/11/2015,0,0,0,1,2,,0,0,0,0,0,0
2/12/2015,0,0,0,0,1,,0,0,0,0,0,0
2/13/2015,0,0,0,0,1,,0,0,0,0,0,0
2/14/2015,11,10,2,5,6,,10,3,13,1,2,9
2/15/2015,4,7,0,9,13,,26,0,15,0,0,12
2/16/2015,0,2,0,2,19,,4,0,5,3,0,13
2/17/2015,0,1,0,5,14,,0,0,3,0,0,1
2/18/2015,0,0,0,2,6,,0,0,0,0,0,2
2/19/2015,0,0,0,1,9,,0,0,0,1,0,4
2/20/2015,0,0,0,5,9,,0,0,2,0,0,1
2/21/2015,10,1,0,8,5,,5,2,13,0,0,2
2/22/2015,0,10,0,2,12,,6,0,2,1,0,4
2/23/2015,4,1,6,3,5,,1,0,1,0,0,0
2/24/2015,2,1,1,0,5,,0,1,2,0,0,0
2/25/2015,4,0,1,0,5,,2,2,4,0,0,2
2/26/2015,1,0,0,3,11,,0,1,3,1,0,2
2/27/2015,5,0,2,1,3,,0,0,0,1,0,1
2/28/2015,3,1,3,0,4,,0,0,0,0,0,0
3/1/2015,20,13,4,9,20,,19,2,24,3,0,35
3/2/2015,0,1,0,2,11,,7,0,9,2,0,14
3/3/2015,4,8,0,1,14,,3,0,7,0,0,7
3/4/2015,1,14,2,3,7,,9,1,6,4,5,13
3/5/2015,31,13,2,11,41,,30,2,52,23,0,16
3/6/2015,0,5,0,1,11,,6,0,2,0,0,1
3/7/2015,0,1,0,2,2,,1,0,0,0,0,1
3/8/2015,0,1,0,1,5,,0,0,0,0,0,0
3/9/2015,1,0,0,3,0,,0,0,0,0,0,2
3/10/2015,1,0,1,0,1,,0,0,0,0,0,0
3/11/2015,0,0,1,0,3,,0,0,0,1,0,1
3/12/2015,0,0,0,0,1,,0,0,0,0,0,1
3/13/2015,0,0,0,0,2,,0,0,0,0,0,1
3/14/2015,0,0,0,0,0,,0,0,0,0,0,0
3/15/2015,1,2,0,12,4,,0,0,0,0,2,2
3/16/2015,0,1,0,0,0,,1,0,0,0,0,2
3/17/2015,0,0,0,9,3,,0,0,0,0,2,0
3/18/2015,2,0,0,14,11,,0,0,0,2,1,0
3/19/2015,1,0,0,1,1,,0,0,0,0,0,1
3/20/2015,4,9,2,6,19,,12,1,1,1,0,14
3/21/2015,0,1,0,1,1,,0,0,0,0,0,4
3/22/2015,0,0,0,0,0,,0,0,0,0,0,0
3/23/2015,3,0,0,1,2,,0,0,0,2,0,2
3/24/2015,0,0,0,0,1,,0,0,0,0,0,0
3/25/2015,0,0,0,0,2,,0,0,0,0,0,1
3/26/2015,0,0,0,6,7,,0,0,0,0,0,3
3/27/2015,1,0,0,2,1,,0,0,0,0,0,2
3/28/2015,0,0,0,1,3,,0,0,0,0,0,0
3/29/2015,0,0,0,0,0,,0,0,0,0,0,2
3/30/2015,0,0,0,0,0,,0,0,0,0,0,2
3/31/2015,1,0,0,0,0,,0,0,0,1,0,0
4/1/2015,1,0,0,0,2,,0,0,0,0,0,1
4/2/2015,1,0,0,1,1,,0,0,0,0,0,3
4/3/2015,1,0,0,1,1,,0,0,0,0,1,1
4/4/2015,0,0,0,8,0,,0,0,0,0,0,3
4/5/2015,0,0,0,0,2,,0,0,0,1,0,1
4/6/2015,0,0,0,0,1,,0,0,0,0,0,2
4/7/2015,0,0,0,0,3,,0,0,0,2,1,1
4/8/2015,0,0,0,2,2,,0,0,0,0,0,0
4/9/2015,3,0,0,0,2,,0,0,0,5,0,5
4/10/2015,2,0,0,3,3,,1,2,0,0,0,1
4/11/2015,0,0,0,2,0,,2,0,0,0,0,2
4/12/2015,0,1,0,0,1,,0,0,0,0,0,0
4/13/2015,0,1,1,0,1,,0,0,0,0,0,0
4/14/2015,0,0,0,0,2,,0,0,0,0,0,1
4/15/2015,0,0,0,0,0,,0,0,0,1,0,1
4/16/2015,1,0,0,0,1,,0,0,0,2,0,1
4/17/2015,0,0,0,0,1,,0,0,0,0,0,1
4/18/2015,0,0,0,0,0,,0,0,0,0,0,1
4/19/2015,0,0,0,0,1,,0,0,0,1,0,0
4/20/2015,4,3,0,11,25,,5,0,9,9,3,8
4/21/2015,0,0,0,1,1,,0,0,3,0,0,0
4/22/2015,0,0,0,0,1,,0,0,0,0,0,0
4/23/2015,0,0,0,0,1,,0,0,0,0,0,0
4/24/2015,0,0,0,0,2,,0,0,0,0,0,1
4/25/2015,0,0,0,1,1,,0,0,0,0,0,1
4/26/2015,0,0,0,0,0,,0,0,0,1,0,0
4/27/2015,1,0,0,1,0,,0,0,0,0,0,0
4/28/2015,0,0,0,0,0,,0,0,0,0,0,0
4/29/2015,0,0,0,0,0,,0,0,0,0,0,0
4/30/2015,0,0,0,0,1,,0,0,0,0,0,0
5/1/2015,0,0,0,0,2,,1,0,0,0,0,1
5/2/2015,1,0,0,0,2,,0,0,0,0,0,2
5/3/2015,0,0,0,0,0,,0,0,0,0,0,0
5/4/2015,0,0,0,0,1,,0,0,0,0,0,0
5/5/2015,1,0,0,0,0,,1,0,0,0,0,1
5/6/2015,0,0,0,1,1,,0,0,0,0,0,0
5/7/2015,0,0,0,0,0,,0,0,0,0,0,1
5/8/2015,1,0,0,0,0,,0,0,0,0,0,1
5/9/2015,0,0,0,1,0,,0,0,0,0,0,0
5/10/2015,5,1,3,1,0,,0,0,1,0,0,2
5/11/2015,4,1,0,1,3,,0,0,0,0,0,3
5/12/2015,1,0,0,0,3,,0,0,0,0,0,1
5/13/2015,0,0,0,0,0,,0,0,0,0,0,0
5/14/2015,1,0,0,0,1,,0,0,0,0,0,0
5/15/2015,0,0,0,0,0,,0,0,0,0,0,0
5/16/2015,0,0,0,0,0,,0,0,0,1,0,1
5/17/2015,0,0,0,0,2,,0,0,0,2,0,0
5/18/2015,1,0,0,4,22,,0,0,2,2,0,2
5/19/2015,1,0,0,0,4,,1,0,0,1,0,1
5/20/2015,1,0,0,1,0,,0,0,0,0,0,0
5/21/2015,1,0,0,1,0,,0,0,0,0,0,2
5/22/2015,2,0,0,0,1,,0,0,0,0,0,0
5/23/2015,0,2,0,0,0,,0,0,0,0,0,0
5/24/2015,0,0,0,1,0,,0,0,0,0,0,0
5/25/2015,1,0,0,0,0,,0,0,0,0,0,2
5/26/2015,1,0,0,0,1,,0,1,3,0,0,1
5/27/2015,3,1,0,6,9,,0,0,1,3,0,4
5/28/2015,0,0,0,2,6,,0,0,1,0,0,0
5/29/2015,0,0,0,0,2,,0,0,0,1,0,1
5/30/2015,0,0,0,0,2,,0,0,0,0,0,0
5/31/2015,5,0,0,2,15,,0,1,0,4,0,7
6/1/2015,0,2,0,6,24,,1,0,1,4,1,9
6/2/2015,0,0,0,0,7,,0,0,0,0,1,1
6/3/2015,0,0,0,0,0,,0,0,0,0,0,1
6/4/2015,0,0,0,1,0,0,0,0,0,1,0,2
6/5/2015,0,0,0,0,1,0,0,0,0,1,0,2
6/6/2015,0,0,0,0,0,0,0,0,0,0,0,0
6/7/2015,0,0,0,0,0,0,0,0,0,0,0,1
6/8/2015,2,2,1,0,3,1,0,0,0,1,0,6
6/9/2015,0,0,0,0,3,0,0,0,0,1,0,4
6/10/2015,0,1,0,0,2,0,0,0,3,1,0,1
6/11/2015,0,0,0,1,2,0,0,0,1,1,0,1
6/12/2015,0,0,0,2,1,1,0,0,0,1,0,3
6/13/2015,0,0,0,2,0,0,0,0,0,0,0,1
6/14/2015,0,1,0,2,3,0,0,0,0,1,0,3
6/15/2015,6,1,1,0,12,1,0,0,4,8,0,5
6/16/2015,0,0,0,1,12,1,0,0,1,2,0,8
6/17/2015,1,2,0,0,3,0,0,0,0,3,0,3
6/18/2015,2,0,0,0,2,1,0,0,0,0,0,5
6/19/2015,0,0,0,0,0,0,0,0,1,0,1,4
6/20/2015,0,2,0,7,0,0,0,0,0,1,0,2
6/21/2015,0,0,0,0,3,0,2,0,0,1,0,2
6/22/2015,0,0,0,0,2,1,0,0,0,2,0,6
6/23/2015,1,2,1,1,15,1,0,0,1,4,0,9
6/24/2015,0,0,0,0,4,0,0,0,1,1,0,4
6/25/2015,0,0,0,0,0,1,0,0,0,0,0,3
6/26/2015,1,0,1,0,0,0,0,0,0,0,0,2
6/27/2015,0,0,0,0,0,0,0,0,0,0,0,1
6/28/2015,1,0,0,2,0,0,0,0,0,1,0,3
6/29/2015,0,1,0,0,0,0,0,0,0,1,0,4
6/30/2015,1,0,0,0,2,0,0,0,0,2,0,8
7/1/2015,4,0,0,0,0,0,0,0,0,0,0,4
7/2/2015,0,0,0,0,1,1,1,0,1,1,1,2
7/3/2015,0,0,0,0,1,0,0,0,0,0,0,0
7/4/2015,0,0,0,0,1,0,0,0,0,0,0,0
7/5/2015,2,0,0,1,0,0,0,0,0,1,0,2
7/6/2015,3,0,1,0,0,0,0,0,0,2,1,2
7/7/2015,2,0,1,1,7,0,0,0,0,1,0,0
7/8/2015,3,0,0,1,3,0,0,0,0,2,0,3
7/9/2015,4,0,0,1,6,0,0,0,0,0,0,3
7/10/2015,5,0,0,0,3,0,0,0,0,0,0,6
7/11/2015,0,0,0,1,1,,0,0,0,0,0,0
7/12/2015,0,0,0,0,2,0,0,0,0,1,0,2
7/13/2015,0,0,1,0,2,0,0,0,0,2,0,0
7/14/2015,10,0,0,5,11,0,0,0,0,2,0,2
7/15/2015,5,1,0,1,8,0,0,0,0,1,0,4
7/16/2015,1,2,0,0,2,0,0,0,0,0,0,3
7/17/2015,0,0,0,0,1,0,0,0,0,3,0,1
7/18/2015,1,0,0,0,0,,0,0,0,0,0,4
7/19/2015,0,0,0,0,2,0,1,0,0,1,0,1
7/20/2015,1,0,0,1,2,0,0,0,0,1,0,0
7/21/2015,4,1,0,0,4,0,0,0,2,0,0,0
7/22/2015,1,0,0,0,2,0,0,0,1,0,0,3
7/23/2015,2,0,0,1,1,0,0,0,0,0,0,0
7/24/2015,3,0,1,0,0,0,0,0,30,0,0,3
7/25/2015,0,0,0,3,0,,0,0,0,0,0,0
7/26/2015,1,0,1,1,4,0,0,0,0,0,0,0
7/27/2015,1,1,0,1,6,0,0,0,0,0,0,2
7/28/2015,1,0,1,0,0,0,0,0,0,1,0,3
7/29/2015,1,0,0,0,3,1,0,0,0,0,1,1
7/30/2015,15,1,1,2,14,0,1,0,3,2,2,4
7/31/2015,0,1,0,1,3,0,0,0,0,0,0,3
8/1/2015,0,1,0,0,1,,0,0,0,0,1,4
8/2/2015,1,1,0,0,0,0,0,0,0,1,0,6
8/3/2015,3,0,0,0,1,0,0,0,0,0,0,2
8/4/2015,2,0,0,0,2,0,0,0,0,1,0,1
8/5/2015,1,0,0,0,1,0,0,0,0,0,0,2
8/6/2015,1,1,0,0,1,0,0,0,0,0,0,1
8/7/2015,2,0,0,0,0,0,1,0,0,1,0,0
8/8/2015,1,0,0,0,0,,0,0,0,0,0,0
8/9/2015,2,0,0,3,2,0,0,0,0,1,0,0
8/10/2015,6,0,3,0,1,0,0,0,0,2,0,1
8/11/2015,9,0,0,3,5,0,0,0,0,2,0,2
8/12/2015,0,0,0,0,1,0,0,0,0,0,0,3
8/13/2015,0,0,0,0,1,0,1,0,1,1,0,2
8/14/2015,0,0,0,0,0,0,0,0,0,0,0,1
8/15/2015,4,0,0,1,1,,0,0,1,0,0,1
8/16/2015,1,0,0,0,1,0,0,0,0,0,0,0
8/17/2015,0,0,0,0,1,0,0,0,0,1,0,0
8/18/2015,3,0,0,0,3,0,0,0,0,0,0,0
8/19/2015,3,2,3,0,2,0,0,0,0,0,0,0
8/20/2015,19,2,1,1,12,1,0,2,8,3,0,6
8/21/2015,2,2,2,1,1,0,0,0,1,0,0,2
8/22/2015,0,1,0,0,0,0,0,0,0,0,0,1
8/23/2015,1,0,0,0,0,1,0,0,0,0,0,2
8/24/2015,1,1,0,0,0,0,0,0,0,0,0,0
8/25/2015,1,0,0,0,0,0,0,0,0,0,0,1
8/26/2015,0,0,0,0,0,0,0,0,0,1,0,0
8/27/2015,0,0,0,0,0,0,0,0,0,0,0,1
8/28/2015,2,1,0,1,0,0,0,0,0,0,0,1
8/29/2015,0,0,0,0,0,0,0,0,0,0,0,0
8/30/2015,0,0,0,0,0,0,0,0,0,0,0,0
8/31/2015,0,0,0,0,1,0,0,0,0,0,0,0
9/1/2015,1,0,0,0,5,0,0,0,0,0,0,0
9/2/2015,2,2,0,1,3,0,0,0,0,0,0,0
9/3/2015,2,0,0,0,1,0,0,0,1,0,0,1
9/4/2015,5,1,0,0,4,0,0,0,1,1,0,0
9/5/2015,0,0,0,0,0,0,0,0,0,0,0,0
9/6/2015,0,0,0,0,0,0,0,0,0,0,0,0
9/7/2015,1,0,0,0,1,0,0,0,0,0,0,0
9/8/2015,6,0,0,0,2,0,0,0,0,2,0,0
9/9/2015,0,0,0,0,1,1,0,0,0,0,0,0
9/10/2015,16,5,3,4,10,0,0,0,1,2,0,0
9/11/2015,0,1,1,0,0,0,0,0,0,0,0,0
9/12/2015,0,0,0,1,0,0,0,0,0,0,0,0
9/13/2015,1,0,0,0,0,0,0,0,0,0,0,0
9/14/2015,2,0,0,0,0,0,0,0,0,0,0,1
9/15/2015,0,0,0,0,0,0,0,0,0,0,0,0
9/16/2015,3,0,0,0,0,0,0,0,0,0,0,2
9/17/2015,1,0,0,0,1,0,0,0,0,0,0,0
9/18/2015,0,0,0,0,0,0,0,0,0,0,0,0
9/19/2015,0,0,0,0,0,0,0,0,0,0,0,1
9/20/2015,0,0,0,0,0,0,0,0,0,0,0,0
9/21/2015,4,0,0,0,1,0,0,0,0,0,0,1
9/22/2015,0,0,0,0,0,0,0,0,0,0,0,0
9/23/2015,0,0,0,0,1,0,0,0,0,0,0,0
9/24/2015,0,1,0,0,0,0,0,0,0,0,0,0
9/25/2015,0,0,0,1,0,0,0,0,0,0,0,1
9/26/2015,0,0,0,0,0,0,0,0,0,0,0,0
9/27/2015,0,0,0,0,0,0,0,0,0,0,0,0
9/28/2015,3,0,0,0,0,0,0,0,0,0,0,2
9/29/2015,2,0,0,0,0,0,0,0,0,0,0,0
9/30/2015,1,0,0,0,0,0,0,0,0,0,0,2
10/1/2015,3,0,1,0,0,0,0,0,0,0,0,0
10/2/2015,6,0,0,0,3,0,1,1,0,0,0,0
10/3/2015,0,0,0,0,0,0,0,0,0,0,0,0
10/4/2015,1,0,0,0,0,0,0,0,0,0,0,0
10/5/2015,2,0,0,0,0,0,0,0,0,0,0,0
10/6/2015,2,1,0,0,0,0,0,0,0,0,0,0
10/7/2015,7,0,0,0,0,0,0,0,0,0,0,2
10/8/2015,4,0,0,0,0,0,0,0,0,0,0,0
10/9/2015,7,0,0,0,3,0,0,0,0,0,0,0
10/10/2015,0,0,0,0,0,0,0,0,0,0,0,1
10/11/2015,1,0,0,0,1,0,0,0,0,0,0,0
10/12/2015,0,0,0,0,0,0,0,0,1,0,0,0
10/13/2015,1,0,0,0,0,0,0,0,0,0,0,0
10/14/2015,0,0,0,0,0,0,0,0,0,0,0,0
10/15/2015,3,0,0,0,0,0,0,0,0,0,0,0
10/16/2015,0,0,0,0,0,0,0,0,0,0,0,1
10/17/2015,0,0,0,0,0,0,0,0,0,0,0,0
10/18/2015,0,0,0,0,0,0,0,0,0,0,0,1
10/19/2015,0,0,0,0,0,0,0,0,0,0,0,1
10/20/2015,0,0,0,0,0,0,0,0,0,0,0,0
10/21/2015,1,0,0,0,0,0,0,0,0,0,0,0
10/22/2015,2,0,0,0,0,0,0,0,0,0,0,0
